round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
2525,5,3.41,368.8,430.6,5,0,1,33,0
2526,3,3.41,784.6,432.42,3,0,0,44,1
2527,5,3.39,376.2,432.4,0,1,0,36,1
2528,5,3.4,806.6,435.62,5,0,0,40,1
2529,2,3.4,522.5,435.97,2,1,1,32,0
2530,6,3.42,605.8,438.27,1,1,0,36,1
2531,3,3.4,450.2,437.11,3,1,1,35,0
2532,2,3.38,689.4,436.38,2,0,0,37,1
2533,2,3.38,446.7,438.54,2,0,1,43,0
2534,2,3.38,459.6,439.83,2,0,0,38,1
2535,6,3.4,481.9,441.35,6,0,1,38,0
2536,3,3.41,601.2,443.56,3,0,0,32,1
2537,2,3.38,518.3,443.47,2,0,1,36,0
2538,4,3.38,912.6,444.16,4,0,0,53,1
2539,1,3.36,79.3,441.99,1,0,1,24,0
2540,0,3.31,62.8,438.31,0,0,1,19,0
2541,10,3.35,614.2,437.42,5,1,0,35,1
2542,3,3.36,434.3,439.94,3,0,1,36,0
2543,4,3.37,310.5,439.93,4,0,0,20,0
2544,11,3.42,804.1,443.28,6,1,0,38,1
2545,3,3.43,458.3,445.19,3,0,1,36,0
2546,1,3.44,502.4,447.56,1,0,0,41,1
2547,4,3.44,675.1,448.09,4,0,0,37,1
2548,4,3.44,751.5,448.4,4,0,0,50,1
2549,1,3.42,257.0,446.1,1,0,1,31,0
2550,1,3.43,227.2,446.81,1,0,1,29,0
2551,2,3.42,635.9,448.61,2,0,0,33,1
2552,2,3.43,725.3,448.81,2,0,0,39,1
2553,4,3.44,446.3,448.28,4,0,1,28,0
2554,6,3.44,693.1,449.48,6,0,0,36,1
2555,0,3.42,169.8,447.11,0,0,1,26,0
2556,7,3.42,670.1,447.7,2,1,1,38,0
2557,3,3.42,268.9,447.87,3,0,1,23,0
2558,2,3.42,64.8,446.19,2,0,1,13,0
2559,1,3.41,230.6,444.12,1,0,0,23,0
2560,7,3.43,660.6,443.66,2,1,0,42,1
2561,1,3.41,667.0,443.51,1,0,0,37,1
2562,7,3.44,325.5,440.85,2,1,1,29,0
2563,6,3.44,600.3,440.29,1,1,0,37,1
2564,1,3.44,156.1,439.58,1,0,1,28,0
2565,0,3.4,46.2,437.93,0,0,1,18,0
2566,3,3.41,232.1,438.44,3,0,1,25,0
2567,5,3.4,594.3,438.79,5,0,1,40,0
2568,0,3.4,59.0,438.62,0,0,1,18,0
2569,3,3.4,536.1,438.95,3,0,0,30,0
2570,1,3.38,462.1,437.43,1,0,0,24,1
2571,0,3.36,278.8,437.82,0,0,1,36,0
2572,3,3.37,243.7,434.86,3,0,0,16,0
2573,5,3.38,798.2,437.53,5,0,0,41,1
2574,2,3.38,349.4,436.65,2,0,1,36,0
2575,0,3.38,48.0,433.05,0,0,1,19,0
2576,2,3.35,345.4,432.94,2,0,1,28,0
2577,1,3.33,562.7,431.59,1,0,0,29,1
2578,11,3.38,646.8,434.19,6,1,0,28,1
2579,3,3.38,398.0,433.72,3,0,0,27,1
2580,3,3.4,249.8,435.07,3,0,1,25,0
2581,8,3.42,662.0,436.23,3,1,0,44,1
2582,2,3.42,323.6,434.49,2,0,1,34,0
2583,5,3.42,699.2,436.48,5,0,0,41,1
2584,3,3.43,623.4,438.22,3,0,0,42,1
2585,5,3.44,462.5,437.85,5,0,1,41,0
2586,1,3.42,207.5,434.92,1,0,0,18,0
2587,4,3.41,259.0,434.54,4,0,0,20,0
2588,8,3.38,691.9,435.82,3,1,0,43,1
2589,3,3.38,546.7,436.98,3,0,0,33,1
2590,2,3.38,175.9,437.12,2,0,1,23,0
2591,3,3.38,245.5,436.58,3,0,0,17,0
2592,4,3.36,314.1,434.97,4,0,1,30,0
2593,2,3.34,665.8,436.36,2,0,0,34,1
2594,8,3.34,627.5,436.16,3,1,0,27,1
2595,1,3.34,591.0,437.18,1,0,0,26,1
2596,3,3.35,290.7,437.04,3,0,0,29,0
2597,2,3.35,220.5,437.42,2,0,1,24,0
2598,3,3.37,334.8,439.02,3,0,1,25,0
2599,8,3.38,591.5,438.82,3,1,0,36,1
2600,2,3.36,138.2,435.11,2,0,1,20,0
2601,0,3.36,50.8,435.09,0,0,1,16,0
2602,2,3.37,438.4,434.77,2,0,0,35,1
2603,1,3.37,180.0,433.07,1,0,1,30,0
2604,2,3.36,427.6,431.93,2,0,1,37,0
2605,2,3.33,689.7,431.84,2,0,0,35,1
2606,6,3.35,618.4,432.6,1,1,0,35,1
2607,3,3.35,677.8,434.18,3,0,0,34,0
2608,3,3.33,292.6,431.58,3,0,0,31,0
2609,2,3.33,667.7,433.61,2,0,0,48,1
2610,3,3.33,709.5,436.45,3,0,0,36,1
2611,2,3.34,380.9,437.86,2,0,1,32,0
2612,3,3.35,335.7,438.86,3,0,0,34,0
2613,1,3.34,-52.0,437.84,1,0,1,7,0
2614,0,3.33,-11.0,436.22,0,0,0,9,0
2615,1,3.33,420.2,435.18,1,0,0,25,0
2616,7,3.35,929.7,436.47,2,1,0,42,1
2617,3,3.35,264.8,436.02,3,0,1,27,0
2618,3,3.32,332.2,434.12,3,0,0,33,1
2619,0,3.31,139.6,433.42,0,0,1,20,0
2620,2,3.28,574.3,433.06,2,0,0,35,1
2621,3,3.29,623.4,432.82,3,0,0,41,0
2622,3,3.3,629.1,435.82,3,0,0,41,1
2623,2,3.3,265.4,433.32,2,0,0,23,0
2624,3,3.29,726.0,434.52,3,0,0,25,1
2625,4,3.27,693.5,433.83,4,0,0,29,1
2626,3,3.26,714.6,433.88,3,0,0,38,1
2627,2,3.26,621.3,436.63,2,0,0,29,1
2628,1,3.23,125.4,434.73,1,0,1,26,0
2629,8,3.25,678.9,435.26,3,1,0,34,1
2630,2,3.26,201.0,433.84,2,0,1,23,0
2631,5,3.25,652.5,434.86,5,0,0,30,1
2632,3,3.25,709.3,437.27,3,0,0,41,1
2633,6,3.28,597.2,439.86,1,1,0,38,1
2634,3,3.29,609.3,439.23,3,0,0,40,0
2635,2,3.29,444.0,439.81,2,0,0,30,1
2636,3,3.27,485.0,440.65,3,0,1,39,0
2637,2,3.27,694.6,443.15,2,0,0,34,1
2638,1,3.26,76.9,441.51,1,0,1,23,0
2639,3,3.27,454.9,443.28,3,0,1,42,0
2640,10,3.31,681.8,445.24,5,1,0,35,1
2641,8,3.33,457.3,446.58,3,1,1,35,0
2642,4,3.35,737.4,449.05,4,0,0,36,1
2643,2,3.31,188.8,446.44,2,0,1,23,0
2644,2,3.29,171.4,445.05,2,0,1,25,0
2645,2,3.29,291.9,445.35,2,0,1,31,0
2646,0,3.29,70.7,445.82,0,0,1,14,0
2647,1,3.25,505.3,443.4,1,0,0,43,0
2648,7,3.27,713.7,445.95,2,1,0,42,1
2649,3,3.27,693.1,448.32,3,0,0,35,1
2650,1,3.23,135.8,446.57,1,0,1,29,0
2651,3,3.24,308.3,447.17,3,0,0,23,0
2652,2,3.23,129.1,444.54,2,0,1,21,0
2653,5,3.24,739.4,446.5,0,1,0,42,1
2654,1,3.23,570.4,445.55,1,0,0,38,1
2655,6,3.25,718.4,448.34,6,0,0,44,1
2656,4,3.26,652.6,450.8,4,0,0,28,1
2657,5,3.27,694.7,451.19,5,0,0,36,1
2658,5,3.23,551.8,449.1,5,0,1,33,0
2659,2,3.2,297.4,448.86,2,0,0,22,0
2660,4,3.2,289.7,448.36,4,0,0,32,1
2661,3,3.19,207.2,446.36,3,0,1,20,0
2662,1,3.19,420.0,447.61,1,0,1,31,0
2663,3,3.21,545.8,449.68,3,0,0,33,1
2664,2,3.2,268.5,447.56,2,0,0,24,0
2665,2,3.2,465.2,449.07,2,0,0,30,1
2666,4,3.21,682.2,450.24,4,0,0,35,1
2667,7,3.23,950.1,452.02,2,1,0,43,1
2668,3,3.23,420.2,452.21,3,0,1,40,0
2669,7,3.24,482.7,450.44,2,1,1,33,0
2670,1,3.24,85.2,448.62,1,0,1,22,0
2671,2,3.25,268.4,449.54,2,0,1,27,0
2672,4,3.25,693.5,450.0,4,0,0,44,1
2673,2,3.25,177.9,448.1,2,0,1,26,0
2674,2,3.23,633.3,447.45,2,0,0,24,1
2675,6,3.27,574.0,449.94,6,0,1,48,0
2676,8,3.29,755.5,451.76,3,1,0,46,1
2677,4,3.29,563.7,451.35,4,0,0,42,1
2678,2,3.29,450.2,452.66,2,0,1,40,0
2679,2,3.29,227.3,452.88,2,0,0,26,0
2680,1,3.27,134.3,450.24,1,0,1,23,0
2681,1,3.27,433.9,448.94,1,0,1,31,0
2682,2,3.27,594.9,449.77,2,0,0,42,0
2683,1,3.23,401.1,449.06,1,0,1,29,0
2684,8,3.25,778.3,451.72,3,1,0,43,1
2685,2,3.25,999.1,455.09,2,0,0,52,1
2686,1,3.23,361.3,453.71,1,0,0,28,1
2687,8,3.23,902.5,453.64,3,1,0,39,1
2688,2,3.23,234.2,454.3,2,0,1,31,0
2689,2,3.24,363.2,455.76,2,0,0,30,1
2690,4,3.25,704.1,457.59,4,0,0,36,1
2691,1,3.23,105.3,454.3,1,0,1,23,0
2692,3,3.21,454.2,455.47,3,0,1,31,0
2693,10,3.25,512.1,455.14,5,1,1,34,0
2694,3,3.23,228.9,453.15,3,0,1,27,0
2695,1,3.21,115.0,449.86,1,0,1,19,0
2696,2,3.21,708.2,451.71,2,0,0,50,1
2697,0,3.17,20.7,449.49,0,0,1,16,0
2698,8,3.21,625.9,452.18,3,1,0,33,1
2699,2,3.19,421.8,450.68,2,0,0,26,1
2700,7,3.21,628.7,452.36,2,1,0,29,1
2701,3,3.21,603.5,452.02,3,0,0,44,1
2702,0,3.21,68.6,449.5,0,0,1,26,0
2703,8,3.21,579.7,451.14,3,1,0,32,1
2704,3,3.23,682.5,453.84,3,0,0,40,1
2705,1,3.22,677.1,456.74,1,0,0,34,1
2706,2,3.23,172.2,456.33,2,0,1,24,0
2707,3,3.24,140.3,455.9,3,0,1,18,0
2708,2,3.24,555.7,457.95,2,0,0,39,1
2709,2,3.25,299.2,457.21,2,0,1,33,0
2710,8,3.27,694.0,458.22,3,1,0,42,1
2711,7,3.28,823.0,460.06,7,0,0,45,1
2712,2,3.26,467.0,459.39,2,0,0,37,0
2713,4,3.27,620.7,459.35,4,0,0,46,1
2714,1,3.25,171.9,457.07,1,0,0,16,0
2715,2,3.23,699.7,457.23,2,0,0,41,1
2716,2,3.23,330.8,457.31,2,0,0,20,1
2717,9,3.26,530.8,456.69,4,1,1,37,0
2718,4,3.26,436.2,456.75,4,0,0,35,1
2719,1,3.25,227.9,454.61,1,0,0,27,0
2720,3,3.26,554.6,456.18,3,0,0,34,1
2721,5,3.27,703.0,456.86,5,0,0,40,1
2722,2,3.27,215.6,456.1,2,0,1,27,0
2723,1,3.27,143.4,454.73,1,0,0,13,0
2724,3,3.27,479.1,455.9,3,0,0,31,0
2725,2,3.26,395.8,456.04,2,0,1,24,0
2726,2,3.25,270.7,453.47,2,0,0,19,0
2727,3,3.25,489.2,454.03,3,0,0,32,0
2728,3,3.23,158.7,450.79,3,0,1,21,0
2729,2,3.23,552.4,450.94,2,0,0,40,1
2730,2,3.21,424.1,450.04,2,0,1,32,0
2731,4,3.22,247.8,449.02,4,0,1,25,0
2732,4,3.23,354.2,447.35,4,0,1,32,0
2733,13,3.29,736.0,448.79,3,2,0,39,1
2734,0,3.27,122.0,447.11,0,0,1,24,0
2735,3,3.26,464.4,447.02,3,0,0,39,1
2736,3,3.26,456.3,446.29,3,0,1,32,0
2737,3,3.27,712.6,447.27,3,0,0,35,1
2738,0,3.25,0.4,442.7,0,0,1,15,0
2739,1,3.25,561.5,445.12,1,0,0,31,1
2740,2,3.25,412.6,446.86,2,0,0,31,0
2741,11,3.26,971.6,448.65,6,1,0,53,1
2742,3,3.26,695.4,449.96,3,0,0,33,1
2743,7,3.27,772.4,452.27,2,1,0,36,1
2744,3,3.23,508.7,450.79,3,0,0,27,1
2745,2,3.23,161.8,449.31,2,0,1,21,0
2746,1,3.23,316.2,448.38,1,0,1,27,0
2747,5,3.23,877.0,449.39,5,0,0,53,1
2748,2,3.23,457.1,447.91,2,0,0,40,1
2749,4,3.24,689.5,450.08,4,0,0,38,1
2750,5,3.26,562.8,451.75,5,0,1,42,0
2751,1,3.25,133.2,449.24,1,0,1,21,0
2752,2,3.25,108.2,446.15,2,0,1,18,0
2753,3,3.25,513.1,446.49,3,0,0,40,1
2754,3,3.23,531.0,445.68,3,0,0,31,1
2755,1,3.24,106.4,445.36,1,0,1,19,0
2756,0,3.21,-8.0,441.97,0,0,1,14,0
2757,1,3.19,746.1,444.36,1,0,0,37,1
2758,2,3.19,266.1,445.36,2,0,0,31,0
2759,3,3.21,459.0,446.51,3,0,0,31,1
2760,2,3.18,544.4,445.92,2,0,1,38,0
2761,3,3.19,579.3,445.49,3,0,0,36,1
2762,3,3.17,428.2,446.0,3,0,1,29,0
2763,3,3.15,571.6,445.86,3,0,0,26,1
2764,4,3.17,515.7,447.65,4,0,0,31,1
2765,2,3.18,212.4,448.48,2,0,1,28,0
2766,8,3.21,595.2,450.3,3,1,0,36,1
2767,9,3.23,639.2,450.52,4,1,1,32,0
2768,1,3.23,135.7,450.91,1,0,1,26,0
2769,13,3.28,725.9,451.86,3,2,0,35,1
2770,2,3.29,363.8,451.37,2,0,1,33,0
2771,3,3.3,553.0,452.74,3,0,0,37,1
2772,3,3.3,703.2,455.03,3,0,0,36,1
2773,1,3.28,226.4,452.18,1,0,1,27,0
2774,3,3.29,391.6,452.39,3,0,1,33,0
2775,5,3.31,667.1,455.48,0,1,0,30,1
2776,9,3.35,595.9,456.73,4,1,1,42,0
2777,5,3.37,923.8,458.54,5,0,0,40,1
2778,8,3.35,590.3,458.26,3,1,0,28,1
2779,7,3.37,535.6,458.95,2,1,1,36,0
2780,4,3.38,884.6,462.12,4,0,0,52,1
2781,4,3.35,222.4,459.92,4,0,0,15,0
2782,9,3.39,842.3,462.51,4,1,0,43,1
2783,1,3.37,353.1,460.78,1,0,0,28,0
2784,3,3.37,448.6,459.91,3,0,0,33,1
2785,6,3.38,697.4,461.08,6,0,1,51,0
2786,1,3.38,510.9,462.6,1,0,0,38,0
2787,2,3.37,303.8,462.83,2,0,1,32,0
2788,2,3.33,460.2,461.67,2,0,0,31,1
2789,2,3.33,143.0,459.65,2,0,1,19,0
2790,4,3.34,603.2,461.79,4,0,0,36,1
2791,9,3.37,550.0,463.31,4,1,1,37,0
2792,1,3.35,693.7,465.21,1,0,0,39,1
2793,8,3.38,521.5,464.48,3,1,0,21,1
2794,1,3.35,495.4,463.82,1,0,0,38,1
2795,4,3.37,442.9,463.08,4,0,0,31,0
2796,7,3.38,663.5,464.95,2,1,0,33,0
2797,2,3.38,538.8,466.54,2,0,0,36,1
2798,6,3.4,441.1,467.07,1,1,0,37,1
2799,2,3.37,228.3,465.25,2,0,1,26,0
2800,4,3.38,531.0,467.22,4,0,0,33,1
2801,0,3.38,25.1,467.09,0,0,0,9,0
2802,2,3.38,183.7,465.82,2,0,0,14,0
2803,3,3.39,804.2,468.94,3,0,0,31,1
2804,2,3.39,273.5,468.17,2,0,1,30,0
2805,3,3.4,373.5,466.59,3,1,1,29,0
2806,4,3.38,488.0,465.93,4,0,1,41,0
2807,5,3.4,553.3,465.31,5,0,0,48,1
2808,1,3.38,564.5,466.67,1,0,0,36,1
2809,11,3.43,664.3,466.65,1,2,0,35,1
2810,3,3.43,562.5,465.92,3,0,0,33,1
2811,4,3.44,612.8,467.08,4,0,0,37,1
2812,1,3.43,19.3,465.5,1,0,1,15,0
2813,2,3.44,417.9,467.85,2,0,0,40,0
2814,1,3.44,644.1,471.12,1,0,0,32,1
2815,3,3.45,662.9,472.33,3,0,0,34,1
2816,2,3.42,249.0,468.93,2,0,1,23,0
2817,1,3.42,452.0,469.87,1,0,0,38,1
2818,3,3.42,663.6,471.52,3,0,0,38,1
2819,3,3.43,499.5,473.32,3,0,1,30,0
2820,3,3.44,365.7,472.28,3,0,1,24,0
2821,3,3.44,374.0,471.03,3,0,1,23,0
2822,6,3.45,523.7,470.51,1,1,0,31,1
2823,2,3.45,690.8,472.63,2,0,0,37,1
2824,3,3.45,555.1,471.78,3,0,0,33,1
2825,1,3.44,283.0,469.73,1,0,1,34,0
2826,2,3.43,548.6,468.9,2,0,0,32,0
2827,0,3.42,411.4,467.85,0,0,0,32,1
2828,1,3.42,279.9,468.62,1,0,1,33,0
2829,1,3.38,601.1,468.23,1,0,0,37,1
2830,0,3.38,8.9,467.27,0,0,1,14,0
2831,2,3.36,283.1,465.42,2,0,0,26,1
2832,4,3.37,363.2,463.69,4,0,0,28,0
2833,3,3.35,674.5,464.08,3,0,0,37,1
2834,2,3.35,239.6,462.23,2,0,1,30,0
2835,5,3.36,542.6,462.72,5,0,1,32,0
2836,2,3.35,672.1,463.66,2,0,0,33,1
2837,1,3.35,313.4,461.75,1,0,0,29,0
2838,3,3.36,731.6,465.03,3,0,0,38,1
2839,3,3.36,647.4,465.99,3,0,0,47,1
2840,2,3.32,366.0,464.41,2,0,1,34,0
2841,8,3.32,740.4,465.83,3,1,1,38,0
2842,1,3.31,358.6,463.93,1,0,0,31,1
2843,7,3.33,536.4,465.67,2,1,1,36,0
2844,3,3.33,266.6,466.15,3,0,1,25,0
2845,1,3.33,152.0,465.45,1,0,0,22,0
2846,6,3.36,765.8,468.92,1,1,0,42,1
2847,2,3.37,287.6,467.83,2,0,0,32,1
2848,2,3.34,606.4,467.3,2,0,0,36,1
2849,2,3.33,74.7,464.2,2,0,1,18,0
2850,2,3.34,326.3,465.16,2,0,0,31,0
2851,2,3.33,543.7,466.33,2,0,0,37,1
2852,4,3.35,500.8,468.19,4,0,0,44,1
2853,4,3.34,620.4,467.6,4,0,0,37,1
2854,2,3.35,272.4,466.11,2,0,0,23,0
2855,1,3.32,175.2,463.39,1,0,1,32,0
2856,1,3.31,80.9,460.53,1,0,1,21,0
2857,3,3.29,697.7,460.55,3,0,0,44,1
2858,2,3.28,237.5,458.98,2,0,1,39,0
2859,5,3.29,383.7,459.41,0,1,0,24,1
2860,2,3.29,495.4,460.44,2,0,0,44,1
2861,1,3.27,483.5,461.82,1,0,0,35,1
2862,4,3.29,561.1,462.52,4,0,0,41,1
2863,1,3.28,146.3,460.53,1,0,1,25,0
2864,2,3.28,491.1,461.64,2,0,0,43,0
2865,0,3.27,553.1,462.08,0,0,1,43,0
2866,11,3.31,707.2,462.2,6,1,0,35,1
2867,1,3.27,28.0,457.59,1,0,1,13,0
2868,6,3.29,582.5,458.4,6,0,0,37,1
2869,4,3.27,275.2,457.37,4,0,1,29,0
2870,9,3.31,858.2,461.23,4,1,0,32,1
2871,4,3.33,456.5,462.17,4,0,0,34,1
2872,1,3.31,202.0,459.72,1,0,1,27,0
2873,7,3.33,646.4,462.06,2,1,0,40,1
2874,2,3.33,185.3,459.82,2,0,1,28,0
2875,1,3.31,410.9,459.0,1,0,0,24,1
2876,6,3.3,513.2,457.79,1,1,0,44,1
2877,1,3.29,494.1,457.44,1,0,1,47,0
2878,3,3.29,358.3,456.98,3,0,1,32,0
2879,1,3.29,164.9,456.67,1,0,1,24,0
2880,3,3.29,481.6,458.41,3,0,0,31,1
2881,0,3.29,6.8,456.27,0,0,1,11,0
2882,7,3.31,435.0,455.47,2,1,1,27,0
2883,4,3.33,863.4,457.78,4,0,0,40,1
2884,7,3.33,489.0,456.34,2,1,0,31,1
2885,8,3.35,814.0,455.41,3,1,0,34,1
2886,2,3.36,184.0,454.53,2,0,1,19,0
2887,4,3.34,478.4,452.41,4,0,0,40,1
2888,2,3.34,507.7,453.77,2,0,0,39,1
2889,2,3.34,433.5,454.12,2,0,0,30,1
2890,7,3.35,659.4,453.9,2,1,0,31,1
2891,8,3.39,737.0,457.06,3,1,0,39,1
2892,4,3.4,619.3,457.88,4,0,0,35,1
2893,2,3.35,297.7,456.81,2,1,1,25,0
2894,9,3.38,594.4,458.64,4,1,0,30,1
2895,3,3.4,721.6,461.67,3,0,0,31,1
2896,3,3.4,528.7,460.78,3,1,1,35,0
2897,7,3.44,721.1,464.28,7,0,0,35,1
2898,2,3.4,175.4,462.03,2,0,1,21,0
2899,10,3.44,900.8,464.42,5,1,0,50,1
2900,6,3.44,721.7,464.89,6,0,0,38,1
2901,1,3.43,275.7,463.25,1,0,0,29,0
2902,2,3.44,108.7,463.45,2,0,1,18,0
2903,0,3.4,509.7,463.1,0,0,0,40,1
2904,1,3.39,355.1,461.46,1,0,1,32,0
2905,1,3.39,505.7,460.6,1,0,1,39,0
2906,9,3.42,647.1,462.98,4,1,0,32,1
2907,3,3.42,755.8,466.05,3,0,0,49,1
2908,1,3.42,305.8,464.81,1,0,1,29,0
2909,3,3.42,650.6,466.56,3,0,0,31,1
2910,5,3.41,595.2,466.07,5,0,0,28,0
2911,6,3.4,449.1,464.2,1,1,0,33,0
2912,7,3.43,635.7,465.04,2,1,0,36,1
2913,2,3.42,174.7,462.81,2,0,1,22,0
2914,2,3.42,117.8,462.54,2,0,1,21,0
2915,1,3.42,538.4,461.74,1,0,0,30,1
2916,3,3.42,464.9,462.41,3,0,0,37,1
2917,4,3.4,612.0,462.81,4,0,1,46,0
2918,2,3.39,514.8,463.2,2,0,1,41,0
2919,4,3.4,351.8,463.82,4,0,1,28,0
2920,1,3.4,164.2,461.87,1,0,1,27,0
2921,2,3.38,695.3,461.83,2,0,0,36,1
2922,2,3.38,670.0,464.11,2,0,0,43,1
2923,2,3.38,216.0,464.47,2,0,1,22,0
2924,3,3.38,470.5,464.43,3,0,0,31,1
2925,8,3.42,543.2,465.16,3,1,0,48,1
2926,4,3.42,622.9,466.92,4,0,0,41,0
2927,2,3.42,149.8,465.23,2,0,1,24,0
2928,2,3.42,645.6,467.66,2,0,0,39,1
2929,4,3.42,742.9,468.61,4,0,0,33,1
2930,4,3.44,320.6,468.1,4,0,1,29,0
2931,7,3.45,863.1,471.17,2,1,0,30,1
2932,5,3.46,781.7,473.31,5,0,0,43,1
2933,1,3.4,200.9,470.63,1,0,1,25,0
2934,0,3.4,52.0,470.28,0,0,1,16,0
2935,4,3.4,703.6,471.48,4,0,0,42,0
2936,5,3.41,910.4,473.75,5,0,0,46,1
2937,2,3.4,582.0,473.1,2,0,0,38,1
2938,5,3.43,627.5,476.23,5,0,0,39,0
2939,4,3.44,706.5,476.96,4,0,1,39,0
2940,1,3.44,107.2,475.43,1,0,1,25,0
2941,0,3.38,-22.5,470.46,0,0,1,12,0
2942,2,3.38,161.3,467.79,2,0,1,19,0
2943,4,3.37,517.5,466.52,4,0,0,40,1
2944,6,3.38,788.5,467.92,6,0,0,33,1
2945,2,3.38,527.4,469.74,2,0,1,49,0
2946,2,3.38,194.5,469.13,2,0,1,30,0
2947,4,3.38,417.5,466.84,4,0,1,40,0
2948,1,3.38,500.8,467.06,1,0,0,30,1
2949,3,3.37,281.5,465.02,3,0,1,35,0
2950,2,3.35,622.2,465.31,2,0,0,38,1
2951,3,3.37,287.7,466.09,3,0,0,18,0
2952,7,3.39,880.4,469.95,2,1,0,35,1
2953,4,3.4,547.1,470.12,4,0,0,28,1
2954,1,3.38,658.3,470.75,1,0,0,41,1
2955,0,3.38,623.1,473.34,0,0,0,35,1
2956,5,3.4,370.4,475.23,5,0,1,27,0
2957,0,3.4,105.3,472.02,0,0,1,21,0
2958,2,3.4,313.0,472.26,2,0,0,29,0
2959,6,3.42,666.1,473.29,6,0,0,49,1
2960,3,3.42,474.7,472.95,3,0,1,30,0
2961,6,3.44,755.9,473.83,1,1,0,43,1
2962,1,3.42,170.5,472.54,1,0,1,26,0
2963,2,3.42,316.3,471.26,2,0,1,23,0
2964,5,3.42,548.8,471.43,5,0,0,41,1
2965,0,3.42,1.9,470.38,0,0,1,17,0
2966,2,3.38,183.0,468.32,2,0,1,28,0
2967,3,3.35,362.5,466.93,3,0,1,38,0
2968,2,3.36,482.2,468.66,2,0,0,38,1
2969,6,3.33,922.5,469.65,6,0,0,48,1
2970,2,3.33,307.1,469.36,2,0,1,25,0
2971,5,3.33,585.9,469.53,5,0,1,43,0
2972,6,3.35,508.1,468.55,1,1,0,37,1
2973,4,3.37,863.9,471.74,4,0,0,45,1
2974,1,3.35,112.3,470.34,1,0,1,23,0
2975,2,3.34,478.6,469.4,2,0,0,32,1
2976,0,3.29,639.4,469.62,0,0,0,32,1
2977,8,3.31,515.1,467.58,3,1,1,39,0
2978,1,3.27,574.8,467.5,1,0,0,32,1
2979,2,3.25,262.9,466.13,2,0,1,27,0
2980,2,3.24,154.3,462.48,2,0,1,22,0
2981,11,3.27,898.0,465.86,6,1,0,44,1
2982,1,3.23,106.8,462.18,1,1,1,17,0
2983,1,3.23,72.1,460.78,1,0,1,19,0
2984,3,3.23,478.4,460.93,3,0,0,39,0
2985,6,3.23,395.7,459.42,1,1,0,35,1
2986,4,3.25,475.5,459.24,4,0,1,33,0
2987,2,3.25,493.9,460.19,2,0,0,42,1
2988,4,3.26,824.4,462.01,4,0,0,45,1
2989,7,3.29,532.9,463.96,2,1,0,25,1
2990,1,3.27,600.0,463.95,1,0,0,41,1
2991,6,3.25,682.5,464.61,6,0,0,44,1
2992,5,3.27,866.9,465.48,5,0,0,46,1
2993,3,3.25,333.8,464.54,3,0,1,30,0
2994,3,3.26,251.0,463.32,3,0,1,30,0
2995,8,3.28,498.7,463.59,3,1,0,36,1
2996,6,3.27,833.9,464.45,6,0,0,41,1
2997,6,3.29,489.9,464.2,6,0,0,42,1
2998,9,3.31,576.4,464.88,4,1,0,35,1
2999,4,3.32,346.9,465.47,4,0,0,24,0
3000,3,3.31,346.2,464.55,3,0,1,28,0
3001,1,3.32,186.0,465.35,1,0,1,18,0
3002,3,3.33,352.2,466.19,3,0,1,24,0
3003,1,3.31,128.4,462.82,1,0,0,6,1
3004,3,3.32,569.9,464.3,3,0,0,24,1
3005,5,3.33,500.5,464.93,5,0,0,24,1
3006,1,3.31,173.2,463.36,1,0,0,16,1
3007,0,3.29,-102.9,460.08,0,1,1,4,0
3008,2,3.29,210.4,458.31,2,0,1,13,0
3009,1,3.25,134.1,455.66,1,0,0,11,0
3010,1,3.23,74.8,453.22,1,0,1,21,0
3011,2,3.23,115.1,450.73,2,0,1,21,0
3012,0,3.22,217.8,451.72,0,0,0,20,0
3013,2,3.22,146.5,450.36,2,0,1,23,0
3014,0,3.21,391.6,449.1,0,0,0,32,1
3015,1,3.21,475.3,448.16,1,0,0,22,1
3016,5,3.22,545.1,449.64,0,1,0,32,1
3017,0,3.21,319.1,448.98,0,0,1,36,0
3018,1,3.21,-46.3,445.43,1,0,1,9,0
3019,9,3.23,567.2,445.77,4,1,0,30,0
3020,5,3.25,646.4,447.17,5,0,0,19,1
3021,3,3.25,370.2,447.15,3,0,0,36,1
3022,3,3.23,570.8,447.39,3,0,1,41,0
3023,4,3.24,501.3,446.44,4,0,0,35,1
3024,6,3.25,858.0,447.96,6,0,0,35,1
3025,2,3.26,192.6,447.5,2,0,1,20,0
3026,2,3.26,668.7,448.1,2,0,0,32,1
3027,1,3.27,48.7,446.29,1,0,1,13,0
3028,3,3.27,182.9,445.81,3,0,1,20,0
3029,2,3.28,424.9,444.92,2,0,0,28,1
3030,7,3.31,420.1,446.98,2,1,0,29,1
3031,3,3.32,566.7,448.4,3,0,0,43,1
3032,4,3.32,354.0,448.35,4,0,0,23,1
3033,4,3.33,524.5,447.6,4,0,0,39,1
3034,4,3.33,222.4,447.52,4,0,0,26,1
3035,3,3.33,470.8,447.16,3,0,0,33,1
3036,2,3.33,387.6,445.74,2,0,0,30,1
3037,7,3.35,669.9,447.52,2,1,0,34,1
3038,2,3.35,294.4,445.33,2,0,0,22,0
3039,5,3.36,472.8,444.46,5,0,0,44,1
3040,1,3.35,77.3,443.02,1,0,1,15,0
