round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
4609,9,3.27,971.2,508.53,4,1,0,47,1
4610,1,3.27,470.6,508.27,1,0,0,20,1
4611,2,3.27,148.1,508.52,2,0,1,21,0
4612,2,3.27,145.4,506.63,2,0,1,21,0
4613,1,3.27,892.7,510.09,1,0,0,43,1
4614,7,3.29,761.6,511.66,2,1,0,35,1
4615,3,3.26,382.6,509.46,3,0,0,32,0
4616,7,3.28,615.6,509.87,2,1,0,23,1
4617,1,3.27,139.2,509.2,1,0,1,24,0
4618,2,3.29,559.2,509.4,2,0,1,36,0
4619,3,3.26,141.2,506.5,3,0,1,18,0
4620,0,3.22,85.6,503.34,0,0,1,24,0
4621,1,3.19,215.4,501.42,1,0,1,26,0
4622,4,3.19,562.2,501.36,4,0,0,27,1
4623,1,3.17,135.2,496.94,1,0,1,22,0
4624,13,3.23,749.2,496.19,3,2,0,35,1
4625,1,3.23,167.4,495.43,1,0,1,25,0
4626,6,3.23,479.9,495.12,1,1,0,33,1
4627,0,3.23,61.4,493.93,0,0,1,18,0
4628,8,3.25,629.3,494.13,3,1,0,33,1
4629,8,3.29,480.0,493.91,3,1,0,27,1
4630,7,3.3,452.5,492.24,2,1,0,26,1
4631,0,3.29,109.1,489.21,0,0,1,23,0
4632,2,3.26,468.2,487.15,2,0,0,39,1
4633,9,3.27,303.6,483.59,4,1,1,27,0
4634,11,3.33,659.0,484.13,6,1,0,36,1
4635,9,3.37,356.5,482.61,4,1,1,29,0
4636,3,3.35,456.6,482.02,3,0,1,51,0
4637,10,3.39,955.2,484.39,5,1,0,35,1
4638,1,3.37,570.7,483.29,1,0,0,34,1
4639,8,3.4,579.8,486.21,3,1,0,26,1
4640,3,3.42,426.1,487.73,3,1,1,36,0
4641,3,3.42,551.9,489.57,3,1,1,45,0
4642,2,3.42,575.9,490.83,2,0,1,42,0
4643,1,3.42,135.0,488.63,1,0,1,27,0
4644,5,3.42,439.4,487.2,5,0,1,28,0
4645,5,3.44,725.4,490.4,5,0,0,45,1
4646,3,3.44,606.3,490.58,3,0,0,33,1
4647,13,3.5,448.7,490.22,3,2,0,38,1
4648,0,3.46,68.7,488.79,0,0,1,22,0
4649,4,3.44,560.9,487.78,4,0,0,38,0
4650,2,3.44,368.4,486.11,2,0,1,30,0
4651,2,3.43,115.6,482.63,2,1,1,13,0
4652,4,3.44,599.1,484.49,4,0,0,32,1
4653,2,3.44,242.0,481.14,2,0,1,23,0
4654,8,3.47,580.6,482.2,3,1,0,40,1
4655,3,3.48,178.0,479.57,3,0,1,22,0
4656,4,3.48,959.2,480.59,4,0,0,51,1
4657,6,3.5,473.9,482.47,6,0,1,28,0
4658,4,3.5,511.7,482.08,4,0,0,36,0
4659,1,3.49,155.3,481.96,1,0,1,26,0
4660,0,3.48,127.3,481.99,0,0,1,23,0
4661,1,3.44,526.4,479.8,1,0,0,31,1
4662,7,3.47,420.5,478.65,2,1,0,31,1
4663,6,3.48,458.1,477.49,1,1,1,35,0
4664,1,3.48,61.9,476.56,1,0,0,8,0
4665,5,3.49,366.0,475.63,5,0,0,25,1
4666,10,3.48,788.2,475.26,5,1,0,38,1
4667,5,3.49,333.6,475.96,5,0,1,33,0
4668,1,3.48,138.5,473.69,1,0,1,27,0
4669,8,3.52,760.1,473.88,3,1,0,38,1
4670,1,3.51,305.6,472.32,1,0,1,35,0
4671,2,3.51,125.9,469.12,2,0,1,20,0
4672,4,3.5,624.4,470.48,4,0,0,40,1
4673,4,3.51,237.0,468.44,4,0,1,23,0
4674,10,3.52,762.8,468.1,5,1,0,37,1
4675,2,3.52,217.3,467.05,2,0,0,18,0
4676,8,3.54,613.1,467.27,3,1,0,29,1
4677,2,3.52,130.4,462.85,2,0,1,18,0
4678,2,3.53,230.6,462.93,2,0,0,22,0
4679,1,3.52,439.6,461.65,1,0,0,38,1
4680,11,3.56,690.6,461.64,6,1,0,42,1
4681,2,3.58,227.6,462.46,2,0,1,28,0
4682,7,3.6,664.2,464.49,2,1,1,44,0
4683,4,3.62,751.2,468.4,4,0,0,46,1
4684,10,3.67,779.2,471.81,5,1,0,42,1
4685,3,3.67,156.9,470.81,3,0,0,29,1
4686,0,3.65,59.0,466.47,0,0,1,18,0
4687,2,3.65,331.4,467.73,2,0,0,22,1
4688,0,3.63,396.5,467.7,0,0,1,33,0
4689,5,3.65,514.7,467.6,0,1,0,29,1
4690,3,3.67,490.2,469.65,3,0,0,32,1
4691,2,3.65,159.6,466.77,2,0,1,24,0
4692,1,3.65,63.6,465.92,1,0,1,17,0
4693,8,3.67,862.0,466.68,3,1,0,31,1
4694,3,3.65,325.2,463.65,3,0,1,28,0
4695,16,3.71,599.1,464.83,6,2,0,33,1
4696,3,3.71,417.5,463.09,3,0,1,28,0
4697,4,3.71,473.5,460.83,4,0,0,25,0
4698,2,3.7,181.5,458.0,2,0,1,25,0
4699,1,3.67,-5.4,455.96,1,0,1,11,0
4700,3,3.64,258.1,452.64,3,0,1,25,0
4701,3,3.63,347.6,450.78,3,0,0,26,1
4702,6,3.64,332.3,448.77,1,1,1,26,0
4703,6,3.65,715.7,448.95,6,0,0,42,1
4704,0,3.64,248.2,446.91,0,0,1,33,0
4705,1,3.62,524.0,445.58,1,0,0,23,1
4706,9,3.65,766.1,448.61,4,1,0,33,1
4707,0,3.63,621.2,447.15,0,0,0,39,1
4708,9,3.67,654.4,448.12,4,1,0,39,1
4709,3,3.67,547.3,446.89,3,0,0,42,1
4710,3,3.67,532.5,448.01,3,0,0,30,0
4711,1,3.67,581.8,448.97,1,0,0,32,1
4712,3,3.65,311.2,449.82,3,0,0,21,0
4713,8,3.69,520.2,451.16,3,1,1,31,0
4714,3,3.69,832.0,452.35,3,0,0,47,1
4715,4,3.71,470.9,451.3,4,0,1,32,0
4716,2,3.71,274.0,449.93,2,0,1,27,0
4717,7,3.71,622.1,450.77,2,1,0,35,1
4718,5,3.72,590.1,451.6,5,0,0,31,0
4719,2,3.71,390.4,451.44,2,0,1,37,0
4720,8,3.73,752.4,450.53,3,1,0,44,1
4721,3,3.71,789.6,450.21,3,0,0,44,1
4722,3,3.72,558.6,450.28,3,0,0,40,1
4723,5,3.74,437.5,451.86,5,0,1,29,0
4724,2,3.7,89.5,447.32,2,0,1,18,0
4725,5,3.7,374.3,445.87,5,0,0,35,1
4726,4,3.69,425.5,444.57,4,0,0,33,1
4727,4,3.71,235.0,442.46,4,0,1,18,0
4728,5,3.71,370.5,441.09,5,0,1,25,0
4729,5,3.73,749.8,443.41,5,0,0,36,1
4730,4,3.73,654.6,442.27,4,0,0,36,1
4731,3,3.71,523.2,440.82,3,0,0,36,1
4732,1,3.7,131.0,439.26,1,0,1,23,0
4733,8,3.73,451.8,439.11,3,1,0,31,1
4734,3,3.73,369.1,436.1,3,0,1,28,0
4735,7,3.75,346.6,436.58,2,1,0,22,0
4736,12,3.79,485.5,438.25,2,2,0,31,1
4737,3,3.81,223.9,436.27,3,0,1,31,0
4738,3,3.8,243.8,434.89,3,0,1,26,0
4739,4,3.79,179.3,431.41,4,0,1,19,0
4740,6,3.81,507.3,433.72,6,0,0,29,0
4741,8,3.85,659.9,436.56,3,1,0,35,1
4742,2,3.85,52.6,436.67,2,0,1,16,0
4743,3,3.85,712.2,436.28,3,0,0,36,1
4744,2,3.85,432.1,438.05,2,0,0,32,1
4745,3,3.85,463.3,439.05,3,0,0,41,1
4746,2,3.83,328.0,438.23,2,0,1,27,0
4747,8,3.87,270.7,438.4,3,1,0,26,1
4748,11,3.88,558.6,437.1,6,1,0,25,1
4749,2,3.87,74.1,435.32,2,0,1,15,0
4750,2,3.86,307.8,434.44,2,0,0,24,0
4751,1,3.86,342.5,435.65,1,0,1,31,0
4752,2,3.87,789.8,438.76,2,0,0,48,1
4753,2,3.87,378.4,437.09,2,0,1,33,0
4754,1,3.86,-5.3,436.69,1,0,1,12,0
4755,3,3.87,705.2,439.25,3,0,0,35,1
4756,3,3.88,665.1,441.76,3,0,0,25,1
4757,1,3.88,49.0,441.22,1,0,1,16,0
4758,2,3.88,238.9,442.09,2,0,1,30,0
4759,8,3.9,683.4,441.84,3,1,0,39,1
4760,2,3.9,504.8,443.16,2,0,0,30,1
4761,2,3.86,746.6,443.02,2,0,0,33,1
4762,11,3.9,889.4,444.54,1,2,0,46,1
4763,1,3.88,480.8,445.73,1,0,1,29,0
4764,2,3.87,562.8,446.11,2,0,0,46,1
4765,4,3.87,672.2,445.56,4,0,0,34,1
4766,4,3.88,581.8,445.04,4,0,0,24,1
4767,7,3.89,493.1,443.11,2,1,0,30,0
4768,8,3.9,492.2,442.13,3,1,1,35,0
4769,2,3.89,654.1,441.12,2,0,0,34,1
4770,0,3.87,304.6,440.4,0,0,1,32,0
4771,0,3.83,232.1,439.76,0,0,0,40,1
4772,3,3.83,258.5,440.18,3,0,1,26,0
4773,2,3.84,395.3,441.89,2,0,0,35,1
4774,2,3.85,211.2,442.37,2,0,1,30,0
4775,2,3.85,228.0,439.24,2,0,1,20,0
4776,6,3.87,679.9,438.72,6,0,0,32,1
4777,1,3.83,642.5,440.18,1,0,0,30,1
4778,4,3.85,641.5,442.41,4,0,0,33,1
4779,8,3.88,753.8,444.87,3,1,0,42,1
4780,0,3.87,95.4,441.38,0,0,1,20,0
4781,5,3.87,627.6,441.21,5,0,0,33,0
4782,1,3.87,467.0,440.08,1,0,0,32,1
4783,2,3.87,208.2,436.91,2,0,0,18,0
4784,2,3.88,538.4,439.12,2,0,0,35,1
4785,2,3.87,384.3,437.27,2,0,0,33,1
4786,6,3.89,649.3,437.29,1,1,0,40,1
4787,4,3.9,689.9,440.24,4,0,0,34,1
4788,5,3.9,198.0,438.62,0,1,1,30,0
4789,8,3.92,610.5,440.79,3,1,0,39,1
4790,2,3.91,558.7,440.95,2,0,0,31,1
4791,2,3.92,723.1,441.8,2,0,0,25,1
4792,4,3.92,301.7,440.46,4,0,1,26,0
4793,0,3.89,114.4,437.53,0,0,1,19,0
4794,3,3.89,822.1,438.95,3,0,0,40,1
4795,2,3.85,380.9,436.21,2,0,1,25,0
4796,1,3.83,538.8,435.01,1,0,0,25,1
4797,1,3.83,150.4,432.64,1,0,0,22,0
4798,3,3.81,192.2,430.08,3,0,1,20,0
4799,7,3.83,577.0,432.25,2,1,0,28,1
4800,3,3.84,566.5,430.85,3,0,0,33,1
4801,2,3.84,615.1,430.14,2,0,0,31,1
4802,1,3.84,11.8,430.14,1,0,1,9,0
4803,7,3.87,719.0,433.36,2,1,0,31,1
4804,3,3.88,964.1,437.4,3,0,0,41,1
4805,2,3.88,108.7,437.36,2,0,1,23,0
4806,4,3.89,677.8,440.42,4,0,0,30,1
4807,5,3.91,653.9,443.22,5,0,0,33,1
4808,4,3.93,884.5,447.16,4,0,0,45,1
4809,2,3.9,607.1,445.34,2,0,0,33,1
4810,7,3.92,280.3,444.39,2,1,1,28,0
4811,0,3.92,73.1,444.01,0,0,1,17,0
4812,5,3.93,673.9,446.65,5,0,0,42,1
4813,1,3.93,199.7,443.19,1,0,1,27,0
4814,3,3.91,1065.0,444.7,3,0,0,34,1
4815,3,3.91,929.9,447.44,3,0,0,36,1
4816,2,3.88,98.2,444.85,2,0,1,20,0
4817,5,3.9,507.3,446.69,5,0,0,27,1
4818,6,3.92,725.4,447.53,6,0,0,46,1
4819,1,3.92,217.4,447.91,1,0,0,18,0
4820,2,3.92,255.6,448.76,2,0,1,27,0
4821,4,3.94,898.6,452.17,4,0,0,36,1
4822,2,3.93,143.1,450.08,2,0,1,23,0
4823,1,3.93,1.6,449.41,1,0,1,11,0
4824,8,3.9,832.7,449.83,3,1,0,30,1
4825,3,3.92,205.4,450.02,3,0,1,29,0
4826,4,3.9,469.7,449.97,4,0,1,36,0
4827,2,3.92,927.4,454.3,2,0,0,32,1
4828,2,3.88,914.9,455.72,2,0,0,47,1
4829,7,3.88,940.8,458.03,9,0,0,43,1
4830,2,3.85,118.9,456.36,2,0,1,24,0
4831,2,3.87,174.4,456.69,2,0,0,17,0
4832,1,3.86,521.3,456.95,1,0,0,41,1
4833,3,3.83,914.2,460.0,3,0,0,34,1
4834,1,3.78,214.0,457.78,1,0,1,22,0
4835,3,3.75,894.2,460.47,3,0,0,41,1
4836,5,3.76,868.4,462.53,5,0,0,37,1
4837,3,3.73,449.5,460.0,3,0,0,28,1
4838,3,3.73,535.9,459.82,3,0,0,32,1
4839,9,3.74,719.2,460.52,4,1,1,39,0
4840,4,3.75,592.7,461.35,4,0,0,36,1
4841,1,3.73,483.8,461.01,1,0,0,29,1
4842,4,3.75,408.0,460.17,4,0,1,33,0
4843,1,3.75,863.4,463.82,1,0,0,38,1
4844,8,3.76,483.3,464.04,3,1,0,27,1
4845,0,3.73,21.0,460.51,0,0,1,19,0
4846,5,3.75,1059.8,462.78,5,0,0,38,1
4847,9,3.73,696.0,464.02,4,1,0,31,1
4848,2,3.73,247.6,464.91,2,0,1,29,0
4849,1,3.72,360.2,463.91,1,0,1,37,0
4850,2,3.72,126.5,462.7,2,0,1,18,0
4851,13,3.77,951.8,466.88,8,1,0,35,1
4852,4,3.77,941.6,468.59,4,0,0,41,1
4853,5,3.79,939.3,472.08,5,0,0,36,1
4854,9,3.79,1025.6,474.3,4,1,0,37,1
4855,2,3.79,121.5,474.02,2,1,1,10,0
4856,3,3.79,814.6,473.3,3,0,0,54,1
4857,3,3.77,584.0,473.85,3,0,0,32,1
4858,5,3.77,681.5,474.7,5,0,0,30,1
4859,5,3.79,992.6,478.89,7,0,0,59,1
4860,5,3.82,122.2,478.86,0,1,1,19,0
4861,4,3.83,194.1,477.2,4,0,1,16,0
4862,3,3.81,468.0,477.44,3,0,0,30,1
4863,3,3.8,531.5,477.8,3,0,0,34,1
4864,7,3.83,926.4,482.13,2,1,0,21,1
4865,3,3.82,299.1,481.79,3,0,1,34,0
4866,10,3.82,796.7,481.83,5,1,0,32,1
4867,3,3.81,190.5,481.12,3,0,1,20,0
4868,2,3.81,148.8,481.17,2,0,1,23,0
4869,2,3.79,683.9,480.79,2,0,0,37,1
4870,4,3.8,330.2,480.91,4,0,1,31,0
4871,2,3.8,374.8,482.16,2,0,1,32,0
4872,3,3.79,947.5,483.77,3,0,0,38,1
4873,4,3.79,698.5,486.08,4,0,0,44,1
4874,7,3.78,722.8,485.88,2,1,0,37,1
4875,2,3.78,944.0,489.51,2,0,0,40,1
4876,2,3.75,90.2,486.9,2,0,1,14,0
4877,4,3.76,992.7,491.21,4,0,0,34,1
4878,4,3.77,698.2,493.55,4,0,0,42,1
4879,1,3.77,254.8,492.62,1,0,0,22,0
4880,2,3.73,478.1,491.56,2,0,1,32,0
4881,2,3.73,347.8,492.16,2,0,0,30,0
4882,1,3.69,219.2,489.94,1,0,0,20,0
4883,2,3.69,178.7,487.07,2,0,1,27,0
4884,8,3.67,279.9,484.58,3,1,1,19,0
4885,2,3.67,538.6,486.49,2,0,0,27,1
4886,0,3.67,25.2,486.32,0,0,1,18,0
4887,5,3.69,934.1,489.33,5,0,0,40,1
4888,4,3.71,952.7,492.11,4,0,0,33,1
4889,5,3.71,842.8,493.75,5,0,0,41,1
4890,1,3.69,56.9,491.59,1,0,1,12,0
4891,1,3.69,163.7,491.61,1,0,1,24,0
4892,4,3.71,1139.0,496.98,4,0,0,44,1
4893,1,3.67,28.4,492.82,1,0,1,12,0
4894,7,3.69,599.3,494.19,2,1,0,36,1
4895,4,3.63,396.6,493.17,4,0,1,35,0
4896,9,3.66,734.2,494.76,4,1,0,39,1
4897,2,3.65,671.0,495.74,2,0,0,33,1
4898,1,3.65,675.1,498.21,1,0,0,35,1
4899,10,3.69,1079.0,503.63,5,1,0,41,1
4900,3,3.69,550.4,505.1,3,0,0,32,1
4901,4,3.69,815.9,507.44,4,0,0,31,1
4902,2,3.67,180.1,506.68,2,0,1,22,0
4903,3,3.66,273.9,504.47,3,0,1,25,0
4904,3,3.67,737.2,506.91,3,0,0,30,1
4905,3,3.69,552.8,507.06,3,0,0,34,1
4906,0,3.64,165.6,504.05,0,0,0,20,0
4907,8,3.68,592.6,503.91,3,1,1,35,0
4908,3,3.65,425.2,502.76,3,0,1,40,0
4909,5,3.66,839.3,504.22,5,0,0,36,1
4910,3,3.66,307.8,503.1,3,0,1,26,0
4911,3,3.67,301.3,501.7,3,0,1,31,0
4912,4,3.67,678.0,503.53,4,0,0,34,1
4913,2,3.65,757.3,504.72,2,0,0,44,1
4914,3,3.65,578.5,503.45,3,0,0,34,1
4915,1,3.63,151.0,501.85,1,0,0,17,0
4916,3,3.63,410.7,502.53,3,0,1,36,0
4917,2,3.61,365.3,501.25,2,0,1,40,0
4918,4,3.6,632.0,501.46,4,0,0,34,1
4919,2,3.6,799.0,503.5,2,0,0,27,1
4920,8,3.6,907.9,504.28,3,1,0,30,1
4921,2,3.6,898.4,504.82,2,0,0,31,1
4922,1,3.59,8.4,502.07,1,0,1,9,0
4923,7,3.6,603.5,502.9,2,1,0,35,1
4924,1,3.6,592.2,505.42,1,0,0,21,1
4925,2,3.58,816.3,507.63,2,0,0,34,0
4926,0,3.56,191.3,506.46,0,0,0,15,0
4927,4,3.56,422.2,507.39,4,0,0,39,0
4928,3,3.55,855.4,509.82,3,0,0,36,1
4929,1,3.53,75.5,506.45,1,0,1,19,0
4930,2,3.52,146.2,503.9,2,0,1,20,0
4931,2,3.52,635.8,504.47,2,0,0,32,1
4932,1,3.52,-27.8,503.67,1,0,1,9,0
4933,2,3.48,916.9,506.0,2,0,0,33,1
4934,5,3.5,622.6,507.27,5,0,1,40,0
4935,3,3.48,919.5,510.13,3,0,0,40,1
4936,4,3.44,316.5,509.28,4,0,1,29,0
4937,4,3.44,717.0,511.75,4,0,0,42,1
4938,6,3.46,639.0,513.73,1,1,0,32,1
4939,4,3.46,332.1,514.49,4,0,1,33,0
4940,5,3.45,900.9,516.46,5,0,0,30,1
4941,5,3.44,602.8,516.17,5,0,0,32,1
4942,2,3.44,828.0,520.05,2,0,0,37,1
4943,2,3.43,713.1,520.05,2,0,0,42,1
4944,3,3.44,621.1,521.0,3,0,0,26,1
4945,2,3.43,209.5,519.73,2,0,1,30,0
4946,3,3.44,613.1,521.16,3,0,0,36,1
4947,3,3.41,794.1,523.77,3,0,0,39,1
4948,3,3.37,85.3,521.41,3,0,1,11,0
4949,6,3.39,765.4,524.86,6,0,0,43,1
4950,8,3.42,915.4,527.9,3,1,0,26,1
4951,9,3.46,675.1,529.56,4,1,1,39,0
4952,3,3.46,754.8,529.39,3,0,0,42,1
4953,1,3.46,161.0,528.3,1,0,0,14,0
4954,0,3.46,28.0,528.47,0,0,1,15,0
4955,9,3.48,709.9,528.49,4,1,0,42,1
4956,5,3.5,586.4,528.1,5,0,0,30,1
4957,8,3.53,912.0,532.41,3,1,0,39,1
4958,7,3.56,951.4,535.98,2,1,0,35,1
4959,1,3.52,126.2,533.19,1,0,1,29,0
4960,12,3.57,951.6,535.42,7,1,0,40,1
4961,1,3.56,301.6,533.2,1,0,1,28,0
4962,12,3.57,1111.6,534.31,2,2,0,43,1
4963,2,3.58,593.2,534.87,2,0,1,35,0
4964,4,3.58,640.8,535.26,4,0,0,32,1
4965,0,3.56,373.7,533.77,0,0,0,28,1
4966,1,3.55,-42.1,530.65,1,0,1,6,0
4967,1,3.52,37.6,528.37,1,0,1,16,0
4968,4,3.5,683.9,529.33,4,0,0,38,1
4969,3,3.5,942.4,530.77,3,0,0,43,1
4970,4,3.52,321.6,530.86,4,0,0,26,0
4971,4,3.54,878.4,534.09,4,0,0,47,1
4972,2,3.54,299.2,534.29,2,0,1,26,0
4973,1,3.54,232.0,533.48,1,0,0,24,0
4974,0,3.52,68.9,532.76,0,0,1,26,0
4975,4,3.54,539.5,534.32,4,0,0,32,1
4976,3,3.52,978.1,535.81,3,0,0,46,1
4977,3,3.53,951.7,537.36,3,0,0,33,1
4978,3,3.52,638.6,537.34,3,0,0,34,1
4979,7,3.52,897.3,538.06,2,1,0,38,1
4980,1,3.52,541.2,540.29,1,0,0,29,1
4981,3,3.52,299.8,538.65,3,0,1,29,0
4982,1,3.52,561.8,539.13,1,0,0,35,1
4983,8,3.54,692.6,541.55,8,0,0,36,1
4984,4,3.56,938.8,543.55,4,0,0,41,1
4985,7,3.58,869.4,545.98,2,1,0,31,1
4986,1,3.56,453.7,545.0,1,0,0,28,1
4987,2,3.54,449.7,543.8,2,0,1,39,0
4988,1,3.52,55.4,543.08,1,0,1,16,0
4989,4,3.5,226.5,541.16,4,0,1,25,0
4990,4,3.52,858.3,542.66,4,0,0,37,1
4991,1,3.51,475.4,541.42,1,0,0,39,1
4992,1,3.5,-0.9,539.91,1,0,1,11,0
4993,7,3.53,558.3,542.13,7,0,1,39,0
4994,0,3.52,843.8,542.24,0,0,0,31,1
4995,2,3.52,658.4,543.63,2,0,0,38,1
4996,2,3.52,93.2,541.4,2,0,0,9,0
4997,1,3.52,807.5,544.68,1,0,0,31,1
4998,3,3.52,908.6,548.26,5,0,0,50,1
4999,4,3.5,657.1,548.67,4,0,0,28,1
5000,5,3.52,613.2,548.9,5,0,1,38,0
5001,0,3.5,844.6,550.05,0,0,0,29,1
5002,2,3.51,709.9,553.54,2,0,0,40,1
5003,4,3.5,699.7,553.44,4,0,0,40,1
5004,4,3.5,156.0,549.4,4,0,1,18,0
5005,4,3.51,154.3,549.63,4,0,1,15,0
5006,2,3.5,181.0,547.14,2,0,1,21,0
5007,1,3.48,141.9,544.58,1,0,1,21,0
5008,4,3.48,688.6,543.6,4,0,0,44,1
5009,1,3.48,16.3,540.65,1,0,1,10,0
5010,4,3.46,625.9,542.38,4,0,0,29,1
5011,3,3.48,741.6,545.72,3,0,0,35,1
5012,7,3.48,943.4,547.07,2,1,0,32,1
5013,8,3.52,869.4,550.42,3,1,0,35,1
5014,5,3.53,441.5,547.3,5,0,1,32,0
5015,2,3.52,644.1,545.87,2,0,0,28,1
5016,6,3.54,561.2,548.19,1,1,0,42,1
5017,3,3.54,236.7,546.83,3,0,1,19,0
5018,2,3.52,443.0,545.42,2,0,1,38,0
5019,3,3.52,877.3,548.72,3,0,0,27,1
5020,1,3.52,74.8,547.82,1,0,1,17,0
5021,2,3.51,292.0,544.78,2,0,1,27,0
5022,1,3.5,140.1,544.77,1,0,1,18,0
5023,1,3.5,252.2,546.02,1,0,0,19,0
5024,3,3.48,213.6,542.93,3,0,0,21,0
5025,3,3.48,467.8,544.24,3,0,1,34,0
5026,2,3.47,178.0,542.78,2,0,1,22,0
5027,3,3.48,812.9,542.21,3,0,0,36,1
5028,1,3.47,228.1,538.77,1,0,1,26,0
5029,7,3.47,697.5,537.56,2,1,0,30,1
5030,8,3.5,978.3,541.85,3,1,0,30,1
5031,2,3.5,130.5,541.63,2,0,1,20,0
5032,2,3.5,525.9,541.66,2,0,0,29,1
5033,1,3.5,133.2,537.75,1,0,0,14,0
5034,3,3.5,748.8,540.43,3,0,0,31,1
5035,3,3.5,698.9,539.45,3,0,0,41,1
5036,2,3.49,818.3,539.2,2,0,0,33,1
5037,3,3.49,777.2,540.84,3,0,0,28,1
5038,3,3.49,610.3,541.21,3,0,1,46,0
5039,9,3.49,755.8,541.39,4,1,0,37,1
5040,2,3.48,815.5,542.51,2,0,0,43,1
5041,1,3.48,160.4,540.89,1,0,1,28,0
5042,2,3.47,203.0,539.86,2,0,1,20,0
5043,2,3.48,512.1,538.11,2,0,0,37,0
5044,0,3.44,-24.1,535.57,0,0,1,10,0
5045,2,3.44,891.6,539.92,2,0,0,45,1
5046,1,3.42,200.7,535.63,1,0,0,25,0
5047,6,3.41,798.3,536.14,6,0,0,30,1
5048,2,3.41,726.3,538.53,2,0,0,37,1
5049,1,3.41,252.7,538.0,1,0,1,35,0
5050,6,3.43,642.2,540.57,6,0,1,41,0
5051,2,3.38,429.4,537.96,2,0,0,30,1
5052,0,3.35,90.2,533.7,0,0,0,16,0
5053,3,3.35,289.6,530.46,3,0,1,30,0
5054,2,3.31,397.4,527.32,2,1,1,26,0
5055,4,3.32,318.6,528.3,4,0,1,25,0
5056,3,3.32,367.5,526.07,3,0,1,37,0
5057,2,3.31,563.3,525.96,2,0,0,41,1
5058,2,3.3,190.1,523.5,2,0,1,27,0
5059,4,3.29,686.4,521.97,4,0,0,23,1
5060,5,3.29,547.8,524.1,5,0,1,41,0
5061,1,3.28,284.6,524.55,1,0,1,32,0
5062,1,3.27,132.6,522.88,1,0,1,23,0
5063,2,3.27,825.3,524.35,2,0,0,27,1
5064,2,3.24,566.6,522.55,2,0,0,34,1
5065,3,3.24,884.0,525.47,3,0,0,36,1
5066,3,3.21,911.2,526.04,3,0,0,47,1
5067,3,3.21,219.6,526.19,3,0,1,24,0
5068,3,3.21,684.5,528.87,3,0,0,33,1
5069,5,3.23,390.6,527.4,5,0,1,32,0
5070,3,3.22,576.2,528.63,3,0,1,42,0
5071,2,3.22,305.8,528.29,2,0,0,16,0
5072,1,3.21,25.3,523.68,1,0,1,14,0
5073,4,3.21,636.6,523.37,4,0,0,40,1
5074,3,3.19,484.0,522.17,3,0,0,34,1
5075,4,3.2,955.8,522.23,4,0,0,43,1
5076,2,3.2,91.9,522.24,2,0,1,14,0
5077,5,3.21,833.4,521.44,5,0,0,37,1
5078,2,3.19,261.1,519.26,2,0,1,26,0
5079,2,3.2,99.5,518.48,2,0,1,18,0
5080,4,3.21,474.5,518.46,4,0,1,36,0
5081,13,3.27,858.1,521.01,3,2,0,44,1
5082,8,3.3,899.3,524.42,3,1,0,51,1
5083,8,3.33,763.2,527.34,3,1,0,34,1
5084,2,3.3,512.9,528.5,2,0,1,43,0
5085,10,3.34,1037.3,531.0,5,1,0,35,1
5086,7,3.38,661.0,534.18,2,1,0,29,1
5087,8,3.39,753.6,533.27,3,1,0,50,1
5088,1,3.38,130.2,529.16,1,0,1,24,0
5089,2,3.36,207.6,525.98,2,0,1,23,0
5090,5,3.38,417.0,527.78,5,0,1,38,0
5091,4,3.4,853.4,531.23,4,0,0,33,1
5092,4,3.4,609.1,528.58,4,0,0,25,1
5093,1,3.4,177.6,529.33,1,0,1,23,0
5094,2,3.37,216.3,527.41,2,0,0,20,0
5095,2,3.36,517.2,528.02,2,0,0,33,1
5096,0,3.31,79.2,524.74,0,0,1,19,0
5097,3,3.32,294.2,522.86,3,0,1,33,0
5098,1,3.32,545.2,522.21,1,0,0,30,1
5099,9,3.31,867.7,521.15,4,1,0,35,1
5100,3,3.31,464.9,520.73,3,0,1,26,0
5101,3,3.31,661.2,519.95,3,0,0,43,1
5102,4,3.32,636.5,522.23,4,0,0,27,1
5103,6,3.33,839.3,525.06,1,1,0,35,1
5104,2,3.33,231.3,522.53,2,0,0,19,0
5105,0,3.31,164.4,520.59,0,0,0,24,0
5106,6,3.35,905.1,524.29,1,1,0,33,1
5107,1,3.31,62.8,521.64,1,0,1,19,0
5108,5,3.32,462.7,521.83,5,0,0,24,0
5109,4,3.31,880.3,522.03,4,0,0,38,1
5110,10,3.35,884.2,524.91,5,1,0,42,1
5111,2,3.35,808.6,527.45,2,0,0,38,1
5112,1,3.33,74.9,524.43,1,0,0,10,0
5113,9,3.37,788.2,524.59,4,1,0,28,1
5114,6,3.38,541.1,524.4,1,1,0,31,1
5115,8,3.42,921.8,528.25,3,1,0,38,1
5116,3,3.42,849.9,530.45,3,0,0,26,1
5117,9,3.45,1042.6,533.84,4,1,0,50,1
5118,14,3.5,829.8,534.83,6,2,0,41,1
5119,2,3.5,408.8,532.88,2,0,0,33,0
5120,3,3.48,607.5,531.37,3,0,0,25,1
5121,5,3.49,900.5,531.38,5,0,0,32,1
5122,1,3.49,408.5,533.38,1,0,0,31,0
5123,3,3.47,352.9,532.13,3,0,1,35,0
5124,2,3.48,306.1,530.7,2,0,0,23,0
